id_cliente,nome,email,pais,estado,cidade
770977527055369351,Asafe Montenegro,asafemontenegro@outlook.com,Brasil,Minas Gerais,Jesus Paulista
788393122296716429,Maria Luiza Cassiano,marialuizacassiano@hotmail.com,Brasil,Rio Grande do Norte,Moreira
285433560630529188,Dr. Murilo Pacheco,drmurilopacheco@yahoo.com.br,Brasil,Mato Grosso do Sul,Garcia
534324001927374819,Vinícius da Rocha,viníciusdarocha@yahoo.com.br,Brasil,Mato Grosso,da Cruz de Pereira
412619359710335546,Sra. Allana Rocha,sraallanarocha@gmail.com,Brasil,Rio Grande do Norte,Silveira
893840862048216372,Dra. Lunna Novais,dralunnanovais@outlook.com,Brasil,Piauí,da Luz
733943678989510919,Vitória da Cruz,vitóriadacruz@hotmail.com,Brasil,Minas Gerais,Pastor do Amparo
456248453737232889,Maria Vitória Duarte,mariavitóriaduarte@outlook.com,Brasil,Pará,Nogueira
909679422015652632,Agatha Fogaça,agathafogaça@yahoo.com.br,Brasil,Paraná,Barros de Novaes
321316541018185073,Sra. Bruna Rocha,srabrunarocha@yahoo.com.br,Brasil,Alagoas,Freitas Alegre
180191310941463174,Maitê Camargo,maitêcamargo@hotmail.com,Brasil,Paraíba,Vieira
1074125505469312672,Pietra Azevedo,pietraazevedo@gmail.com,Brasil,Paraná,Silva do Oeste
591102664402967215,Maria Flor Caldeira,mariaflorcaldeira@outlook.com,Brasil,Espírito Santo,Cirino de Barbosa
3119620931922040,Maria Alice Casa Grande,mariaalicecasagrande@gmail.com,Brasil,Pará,Pastor
331474984902839775,Arthur Miguel Cavalcante,arthurmiguelcavalcante@gmail.com,Brasil,Goiás,da Rosa
272384351956777746,João Felipe Dias,joãofelipedias@hotmail.com,Brasil,Pará,Albuquerque
637540865655061973,Luigi Vargas,luigivargas@gmail.com,Brasil,Amapá,Marques
733371315311828310,Joaquim Montenegro,joaquimmontenegro@yahoo.com.br,Brasil,Espírito Santo,Abreu do Oeste
783833474190597123,Emanuel Vargas,emanuelvargas@hotmail.com,Brasil,Amapá,Dias das Flores
920589989368099848,João Felipe Monteiro,joãofelipemonteiro@outlook.com,Brasil,Paraíba,Ramos
856784981167192253,Alexia Jesus,alexiajesus@outlook.com,Brasil,Alagoas,Marques
602935326820375524,Eloá Melo,eloámelo@gmail.com,Brasil,Sergipe,Mendonça do Campo
605019186447446652,Igor Moura,igormoura@outlook.com,Brasil,Amazonas,Abreu
16983239885871141,Sr. Kaique Costela,srkaiquecostela@hotmail.com,Brasil,Minas Gerais,Cavalcante de da Paz
722724312242188923,Ryan Nunes,ryannunes@gmail.com,Brasil,Acre,Moura de Novaes
7235724106781856,Kaique Pinto,kaiquepinto@outlook.com,Brasil,Amapá,Borges de Moura
842920031744666332,Thales Pires,thalespires@outlook.com,Brasil,Mato Grosso do Sul,Mendonça do Amparo
560900530429932953,Brayan Gonçalves,brayangonçalves@gmail.com,Brasil,Bahia,Nascimento de da Rosa
407269972391212776,Josué Albuquerque,josuéalbuquerque@outlook.com,Brasil,Pará,Aparecida da Mata
458179248029277727,Gabrielly Câmara,gabriellycâmara@outlook.com,Brasil,Mato Grosso,Costa da Prata
277981822352479432,Aylla Sampaio,ayllasampaio@outlook.com,Brasil,Goiás,da Rosa de Caldeira
1093190143729881653,Léo Castro,léocastro@yahoo.com.br,Brasil,Maranhão,Fogaça
67486864926329512,Isabela Correia,isabelacorreia@outlook.com,Brasil,Rondônia,Marques
83357734616867172,Maria Gomes,mariagomes@yahoo.com.br,Brasil,São Paulo,Brito da Prata
684299405063665533,Fernanda Mendonça,fernandamendonça@outlook.com,Brasil,Piauí,Camargo de Minas
1115514023766633061,Nathan da Cruz,nathandacruz@yahoo.com.br,Brasil,Rio de Janeiro,Pacheco
70490054241517046,Bruna Castro,brunacastro@hotmail.com,Brasil,Pará,Cassiano da Prata
1046988956977671817,Danilo da Costa,danilodacosta@yahoo.com.br,Brasil,Minas Gerais,Sá da Serra
115819910353387590,Isis Monteiro,isismonteiro@outlook.com,Brasil,Paraná,Moreira do Norte
501566513951564645,Caleb Rios,calebrios@gmail.com,Brasil,Rio de Janeiro,Garcia do Amparo
764640214278265435,Daniela Ribeiro,danielaribeiro@yahoo.com.br,Brasil,Amapá,Gonçalves
891310884137261532,Dr. Miguel Pereira,drmiguelpereira@yahoo.com.br,Brasil,Bahia,Siqueira de Siqueira
213677907417363222,Srta. Ana Júlia Vieira,srtaanajúliavieira@gmail.com,Brasil,Rio de Janeiro,Mendes
716244889064102353,Matheus Porto,matheusporto@hotmail.com,Brasil,Distrito Federal,Casa Grande da Prata
1119392630505946937,Pietra Brito,pietrabrito@yahoo.com.br,Brasil,Rio de Janeiro,Nogueira de Goiás
901661738306157040,Guilherme Mendes,guilhermemendes@gmail.com,Brasil,Sergipe,Almeida das Pedras
768880722418587004,Antônio Nascimento,antônionascimento@outlook.com,Brasil,Alagoas,da Mata
1024864419970125079,Pedro Henrique Câmara,pedrohenriquecâmara@yahoo.com.br,Brasil,Maranhão,Cardoso da Serra
532823838748527027,Diego Melo,diegomelo@hotmail.com,Brasil,Piauí,Macedo
749814005067002522,Sra. Zoe Novaes,srazoenovaes@gmail.com,Brasil,Minas Gerais,Rios do Amparo
671906867400300122,Daniela Jesus,danielajesus@hotmail.com,Brasil,Pará,Fonseca
976832933065492971,Maria Júlia Duarte,mariajúliaduarte@hotmail.com,Brasil,Rio Grande do Sul,Nascimento
244453629804287456,Beatriz Mendes,beatrizmendes@gmail.com,Brasil,Rondônia,Cavalcanti da Praia
816760743139084162,Yasmin Caldeira,yasmincaldeira@hotmail.com,Brasil,Rio Grande do Sul,da Luz do Norte
462105923898751042,Luiz Miguel Costela,luizmiguelcostela@outlook.com,Brasil,Distrito Federal,da Conceição Verde
1113088672622401965,Hellena Moraes,hellenamoraes@gmail.com,Brasil,Tocantins,Costa de Lima
374329100912401432,Renan Marques,renanmarques@gmail.com,Brasil,Santa Catarina,Farias do Campo
977709837129101275,Samuel Pinto,samuelpinto@hotmail.com,Brasil,Mato Grosso,das Neves do Sul
563489837243191007,Dr. Luan Costa,drluancosta@yahoo.com.br,Brasil,Tocantins,Cavalcanti de Sampaio
101817156018678502,Maria Flor Azevedo,mariaflorazevedo@outlook.com,Brasil,Distrito Federal,Pires
882131743805864047,Benjamin Novais,benjaminnovais@outlook.com,Brasil,Rio Grande do Norte,Costa
445125771934502373,Bella Moraes,bellamoraes@gmail.com,Brasil,Minas Gerais,Sales de Minas
750324648649910370,Dra. Melina Pacheco,dramelinapacheco@yahoo.com.br,Brasil,Tocantins,Pires
153878385775844300,Srta. Kamilly Câmara,srtakamillycâmara@outlook.com,Brasil,Acre,Rios
443811873152571730,Benicio Silva,beniciosilva@yahoo.com.br,Brasil,Rio Grande do Norte,Marques de Martins
1086298365102505438,Davi Lucas Garcia,davilucasgarcia@yahoo.com.br,Brasil,Minas Gerais,Correia
348031606635917891,Augusto Viana,augustoviana@gmail.com,Brasil,Distrito Federal,Ribeiro
10713392168453415,Valentina Costa,valentinacosta@yahoo.com.br,Brasil,Goiás,Caldeira do Campo
10021397763702022,Julia da Mata,juliadamata@yahoo.com.br,Brasil,Paraíba,Nunes de Macedo
376044804299306763,Juan Martins,juanmartins@hotmail.com,Brasil,Bahia,das Neves
1136908779434202249,Raquel Siqueira,raquelsiqueira@gmail.com,Brasil,Amazonas,Nascimento
1138403569006407184,Natália Andrade,natáliaandrade@yahoo.com.br,Brasil,Amazonas,Barros Verde
428839006873330616,Vitória Aragão,vitóriaaragão@yahoo.com.br,Brasil,Paraná,Gonçalves
211201566958476926,Ana Liz Cassiano,analizcassiano@outlook.com,Brasil,Acre,Araújo
1034701057805472852,Alícia Câmara,alíciacâmara@outlook.com,Brasil,Rio de Janeiro,Sampaio
426280800644312710,Yuri da Cruz,yuridacruz@hotmail.com,Brasil,Acre,Garcia
945168297240537446,Dra. Ana Sophia Ramos,draanasophiaramos@outlook.com,Brasil,Santa Catarina,Sá
446804010292792105,Nicolas Ferreira,nicolasferreira@outlook.com,Brasil,Pernambuco,Lima de Duarte
644838931597924423,Yasmin da Rosa,yasmindarosa@hotmail.com,Brasil,Santa Catarina,Leão de Vieira
1036225030875732079,Bernardo Caldeira,bernardocaldeira@gmail.com,Brasil,Alagoas,Garcia de Moura
64945476251218054,Ísis Correia,ísiscorreia@outlook.com,Brasil,Sergipe,Caldeira
541933472507260335,Raquel Nogueira,raquelnogueira@gmail.com,Brasil,Piauí,Mendonça
758620856830489482,Maria Campos,mariacampos@outlook.com,Brasil,Pernambuco,Viana
226034530617462848,Bruno das Neves,brunodasneves@yahoo.com.br,Brasil,Tocantins,Câmara
125414252125385751,Miguel Costela,miguelcostela@yahoo.com.br,Brasil,Pernambuco,Aragão
1125987809724342779,Melina Montenegro,melinamontenegro@hotmail.com,Brasil,São Paulo,Machado
900598904417271674,Clara Silva,clarasilva@yahoo.com.br,Brasil,Bahia,Vieira
97194588424378980,Dra. Sabrina Ramos,drasabrinaramos@hotmail.com,Brasil,Santa Catarina,Albuquerque de Minas
705092093924996382,Dr. Dom da Rocha,drdomdarocha@outlook.com,Brasil,Rio de Janeiro,Guerra do Oeste
740665634033199552,Srta. Amanda Cavalcanti,srtaamandacavalcanti@outlook.com,Brasil,Paraná,Garcia do Sul
1072917724430293627,Sr. Guilherme Nascimento,srguilhermenascimento@hotmail.com,Brasil,São Paulo,Cavalcanti
333963307383204676,Sr. Josué Cavalcanti,srjosuécavalcanti@yahoo.com.br,Brasil,Mato Grosso do Sul,Lima
556941800317073270,Pedro Lucas Albuquerque,pedrolucasalbuquerque@gmail.com,Brasil,Pernambuco,da Paz da Serra
769837867897517919,Alexandre Monteiro,alexandremonteiro@yahoo.com.br,Brasil,Amazonas,Vargas
1137005580977774286,Matheus Leão,matheusleão@hotmail.com,Brasil,Amazonas,Duarte
773115646716332441,Liz Silveira,lizsilveira@yahoo.com.br,Brasil,Tocantins,Silva
558117515562994637,Joana Azevedo,joanaazevedo@outlook.com,Brasil,Tocantins,Siqueira dos Dourados
612486857231608340,Caio Moura,caiomoura@outlook.com,Brasil,Pernambuco,Dias
823722155110816752,Ian da Rosa,iandarosa@outlook.com,Brasil,Piauí,Ramos de Sales
1051072513024201096,Amanda da Conceição,amandadaconceição@outlook.com,Brasil,Rio Grande do Norte,Gomes
684961386687908646,Dr. José Pedro Novais,drjosépedronovais@gmail.com,Brasil,Amapá,Pires do Oeste
480534883236275032,Allana Santos,allanasantos@outlook.com,Brasil,Paraíba,da Mata
715758872197038547,Sra. Elisa Vieira,sraelisavieira@yahoo.com.br,Brasil,Amapá,Gomes
1011972757479323428,Pietra Campos,pietracampos@gmail.com,Brasil,São Paulo,Dias
614875275749438786,Vicente Porto,vicenteporto@yahoo.com.br,Brasil,Tocantins,Moura
15777313807309770,Dante Azevedo,danteazevedo@yahoo.com.br,Brasil,Piauí,Monteiro das Pedras
1009278848020171146,Maria Luiza Castro,marialuizacastro@yahoo.com.br,Brasil,Amazonas,Brito do Oeste
1114285763656715999,Maitê Santos,maitêsantos@outlook.com,Brasil,Roraima,Peixoto de Silva
337001375001165972,Danilo Araújo,daniloaraújo@yahoo.com.br,Brasil,Rondônia,Marques
177819152548863642,Zoe Garcia,zoegarcia@hotmail.com,Brasil,Maranhão,Rios dos Dourados
122764093425942758,Isabelly Nunes,isabellynunes@yahoo.com.br,Brasil,Rio Grande do Sul,Camargo da Mata
1139689557056005689,Raul da Mata,rauldamata@yahoo.com.br,Brasil,Rondônia,da Luz do Galho
945415149815757601,Luan Gomes,luangomes@hotmail.com,Brasil,Goiás,Cirino de Minas
584504568676152734,Emanuelly da Paz,emanuellydapaz@outlook.com,Brasil,Roraima,Albuquerque
394406951530828215,Stella Moreira,stellamoreira@outlook.com,Brasil,São Paulo,Silveira do Campo
867271632751923576,Benício da Conceição,beníciodaconceição@gmail.com,Brasil,Rio Grande do Sul,Caldeira dos Dourados
194021704952547367,Lucas Nogueira,lucasnogueira@gmail.com,Brasil,Paraíba,Ferreira de Rios
891664828181553935,João Lucas Silveira,joãolucassilveira@yahoo.com.br,Brasil,Acre,Fogaça
822283097622171931,Letícia Vasconcelos,letíciavasconcelos@yahoo.com.br,Brasil,Piauí,Silva
121606672018222017,Fernanda Cirino,fernandacirino@hotmail.com,Brasil,Rio Grande do Norte,Martins
836952710738661175,Igor Castro,igorcastro@gmail.com,Brasil,Paraíba,Silveira
187041516550097016,Ravy Albuquerque,ravyalbuquerque@gmail.com,Brasil,Pernambuco,Castro da Praia
94710212499697046,Ana Júlia Rocha,anajúliarocha@outlook.com,Brasil,Mato Grosso,Vargas da Prata
323180401255211798,Sr. Rael Moura,srraelmoura@outlook.com,Brasil,Alagoas,Caldeira de Montenegro
1077540285768064146,Olivia Barros,oliviabarros@hotmail.com,Brasil,Maranhão,Farias
609360224062019496,Pedro Henrique Fonseca,pedrohenriquefonseca@gmail.com,Brasil,Espírito Santo,Oliveira de Costela
729639340039397118,Laís Costa,laíscosta@hotmail.com,Brasil,Rondônia,Siqueira
251793082904812034,Antonella Fonseca,antonellafonseca@gmail.com,Brasil,Rio Grande do Norte,Martins das Flores
666175196842915978,Gael Henrique Nogueira,gaelhenriquenogueira@gmail.com,Brasil,Espírito Santo,Oliveira
144938110095339403,Sra. Rafaela Freitas,srarafaelafreitas@yahoo.com.br,Brasil,Minas Gerais,Nunes Alegre
239896992542032902,Dra. Aylla Leão,draayllaleão@hotmail.com,Brasil,Rio Grande do Sul,Moreira do Oeste
221934872977991779,Giovanna Rezende,giovannarezende@yahoo.com.br,Brasil,Rondônia,Borges
630160536924821538,Pedro Novaes,pedronovaes@yahoo.com.br,Brasil,Mato Grosso do Sul,Azevedo de Cirino
14683335592124560,Davi Almeida,davialmeida@hotmail.com,Brasil,Goiás,Costa
638038114640703991,Davi Lucca Cunha,daviluccacunha@yahoo.com.br,Brasil,Alagoas,da Rosa
834408792258224796,Sr. Ravi da Conceição,srravidaconceição@hotmail.com,Brasil,Rio Grande do Sul,Pereira
575261149373450526,João Miguel Mendes,joãomiguelmendes@gmail.com,Brasil,Rio de Janeiro,Guerra das Pedras
270972791268778183,Mathias Cardoso,mathiascardoso@gmail.com,Brasil,Paraíba,Cassiano
607138149650851961,Heitor Leão,heitorleão@outlook.com,Brasil,Amazonas,Pinto da Praia
210928528191785455,Maria Laura Sousa,marialaurasousa@hotmail.com,Brasil,Maranhão,Pires de Peixoto
203398845158706502,Sra. Sofia Fernandes,srasofiafernandes@hotmail.com,Brasil,Tocantins,Vieira Verde
1082138786065974357,Raul Nascimento,raulnascimento@outlook.com,Brasil,Rondônia,Pacheco da Mata
1014594710379136443,Maria Cecília Sá,mariacecíliasá@gmail.com,Brasil,Alagoas,Correia
174044929145273469,Dr. Renan Silveira,drrenansilveira@gmail.com,Brasil,Pernambuco,Viana
731536371342489604,Aylla Vieira,ayllavieira@gmail.com,Brasil,Pará,Cirino do Sul
171830446784406013,João Miguel Duarte,joãomiguelduarte@gmail.com,Brasil,Paraíba,da Mota
157114648853967668,Sr. Guilherme Silveira,srguilhermesilveira@outlook.com,Brasil,Pará,Mendonça
1021739871507072837,Maitê Costa,maitêcosta@gmail.com,Brasil,Roraima,Cardoso do Sul
962977794959546100,Amanda Sales,amandasales@outlook.com,Brasil,Mato Grosso,Garcia de Jesus
131328151682482676,João Gabriel Fogaça,joãogabrielfogaça@gmail.com,Brasil,Pará,Caldeira de Goiás
507473926828512789,Larissa Porto,larissaporto@gmail.com,Brasil,Minas Gerais,Rios
1034628294770673083,Lucca Marques,luccamarques@gmail.com,Brasil,Roraima,Castro
1148662883610716766,Diego Ramos,diegoramos@gmail.com,Brasil,Alagoas,Cavalcante Verde
257917297433748980,Nicolas Pires,nicolaspires@yahoo.com.br,Brasil,Paraíba,Silveira do Oeste
397625472811195778,Dr. André Pacheco,drandrépacheco@hotmail.com,Brasil,Espírito Santo,Casa Grande
125188106237843633,Dra. Melissa Gomes,dramelissagomes@gmail.com,Brasil,Alagoas,Cassiano de Azevedo
461184850128550388,Noah Oliveira,noaholiveira@outlook.com,Brasil,Tocantins,Barbosa
82158097317807747,Maria Luísa Ferreira,marialuísaferreira@gmail.com,Brasil,Mato Grosso,Vargas Paulista
1090250045242265186,Henrique Silva,henriquesilva@hotmail.com,Brasil,Pernambuco,Castro
488789786106773948,Luiz Otávio Azevedo,luizotávioazevedo@yahoo.com.br,Brasil,Minas Gerais,Vasconcelos
172012799761206820,Srta. Kamilly Gomes,srtakamillygomes@outlook.com,Brasil,Piauí,Souza
689387921712897731,Helena da Mata,helenadamata@yahoo.com.br,Brasil,Bahia,Montenegro
165171426556442897,Srta. Clarice Fonseca,srtaclaricefonseca@yahoo.com.br,Brasil,Pernambuco,Pires
313579682681074021,Sra. Daniela Aparecida,sradanielaaparecida@outlook.com,Brasil,Piauí,Costa do Amparo
1044852508562067564,Yago Fonseca,yagofonseca@outlook.com,Brasil,Paraná,Mendonça
981831416308464657,Vinicius Casa Grande,viniciuscasagrande@gmail.com,Brasil,Pernambuco,Vargas Grande
555718814825041568,Marcelo Costela,marcelocostela@outlook.com,Brasil,Piauí,Barbosa
838700041407231779,Sra. Maria Luiza Sales,sramarialuizasales@gmail.com,Brasil,Piauí,Siqueira Verde
888056927520848354,Guilherme Fonseca,guilhermefonseca@outlook.com,Brasil,São Paulo,da Cunha de Goiás
850787689062609558,Leandro Guerra,leandroguerra@outlook.com,Brasil,Minas Gerais,Costela
43671190879045386,Srta. Beatriz Barbosa,srtabeatrizbarbosa@outlook.com,Brasil,Rio de Janeiro,Cassiano das Pedras
424840130139571449,Rafael Rocha,rafaelrocha@outlook.com,Brasil,Mato Grosso,Ramos do Campo
426127265009648195,Emanuel Aparecida,emanuelaparecida@gmail.com,Brasil,Goiás,das Neves de Siqueira
833891287385262171,Thiago Borges,thiagoborges@outlook.com,Brasil,Rondônia,Machado das Flores
627345923156798876,Antônio Farias,antôniofarias@outlook.com,Brasil,Amapá,Albuquerque do Oeste
429012489386413303,Ana Beatriz Lopes,anabeatrizlopes@yahoo.com.br,Brasil,Santa Catarina,Alves
903138939699259161,Dra. Sophie Gomes,drasophiegomes@gmail.com,Brasil,Tocantins,Pastor
262903663677714242,Sra. Sofia Martins,srasofiamartins@hotmail.com,Brasil,Bahia,Alves
456107144170066022,Otávio Fernandes,otáviofernandes@hotmail.com,Brasil,Tocantins,Albuquerque da Serra
19122193213549585,Srta. Sofia da Paz,srtasofiadapaz@outlook.com,Brasil,Espírito Santo,Nogueira
1087206997700796828,Guilherme Cirino,guilhermecirino@yahoo.com.br,Brasil,Ceará,Ramos da Serra
152501689504865192,Srta. Maya Camargo,srtamayacamargo@yahoo.com.br,Brasil,Minas Gerais,da Conceição do Campo
393907723921809390,Marina Moraes,marinamoraes@yahoo.com.br,Brasil,Rio de Janeiro,Albuquerque dos Dourados
259127989077270231,Diogo Cassiano,diogocassiano@yahoo.com.br,Brasil,Sergipe,Lima Paulista
1099753322819441580,Dr. Ravi Vieira,drravivieira@hotmail.com,Brasil,Sergipe,Nascimento
791524673093821311,Sra. Clara Vargas,sraclaravargas@yahoo.com.br,Brasil,Goiás,Oliveira de Câmara
246520141851191853,Arthur Sousa,arthursousa@outlook.com,Brasil,Ceará,Teixeira Grande
914809201608807408,Mirella Ribeiro,mirellaribeiro@gmail.com,Brasil,Paraíba,Farias Verde
444313513783364490,Lucas Gabriel Rodrigues,lucasgabrielrodrigues@yahoo.com.br,Brasil,Rio Grande do Norte,da Costa da Praia
403393311404693979,Srta. Yasmin Marques,srtayasminmarques@yahoo.com.br,Brasil,Alagoas,Garcia de Vargas
224607053336764209,Giovanna Viana,giovannaviana@yahoo.com.br,Brasil,Sergipe,Gonçalves da Praia
685296792085724977,Zoe Rodrigues,zoerodrigues@gmail.com,Brasil,Rio Grande do Norte,da Costa
61121765358031746,Davi Lucas Lima,davilucaslima@gmail.com,Brasil,Pernambuco,Guerra
796690042187896026,Lunna Correia,lunnacorreia@gmail.com,Brasil,Rio Grande do Norte,Nogueira das Pedras
1054163393420753820,Larissa Castro,larissacastro@gmail.com,Brasil,Distrito Federal,Moraes da Serra
1134627735393185445,Sra. Yasmin Garcia,srayasmingarcia@yahoo.com.br,Brasil,Santa Catarina,Nascimento do Amparo
610784064907358907,Sarah Novais,sarahnovais@yahoo.com.br,Brasil,Rio de Janeiro,Freitas
362137023482902064,Eduardo Garcia,eduardogarcia@outlook.com,Brasil,Goiás,Nascimento
954404275033843681,Dr. Davi Siqueira,drdavisiqueira@yahoo.com.br,Brasil,Amazonas,da Conceição
251634893705978362,Paulo Moreira,paulomoreira@outlook.com,Brasil,Mato Grosso,da Conceição de Monteiro
874494810384780906,Gabriela Pimenta,gabrielapimenta@gmail.com,Brasil,Rondônia,Moraes de Cirino
693767629017417224,Dra. Isabela Vieira,draisabelavieira@yahoo.com.br,Brasil,Pará,Andrade de Garcia
713070501197818055,Diego Silva,diegosilva@hotmail.com,Brasil,Bahia,Rocha
173976020668781770,Cecilia Cavalcante,ceciliacavalcante@outlook.com,Brasil,Pernambuco,Montenegro
361250730870966372,João Gabriel Nogueira,joãogabrielnogueira@yahoo.com.br,Brasil,Mato Grosso do Sul,Aragão da Prata
334254134077474416,Pedro Nunes,pedronunes@hotmail.com,Brasil,Rondônia,das Neves Verde
1090207134509846031,Caleb Rocha,calebrocha@outlook.com,Brasil,Roraima,Novais
41691620338170584,Luiz Gustavo Nunes,luizgustavonunes@yahoo.com.br,Brasil,Ceará,Costela do Oeste
826455401518951930,João Gabriel Oliveira,joãogabrieloliveira@gmail.com,Brasil,Rio Grande do Norte,Rodrigues
46919958406517311,Isaque Borges,isaqueborges@yahoo.com.br,Brasil,Mato Grosso do Sul,Nascimento de Goiás
497945080929318828,Brenda Nogueira,brendanogueira@outlook.com,Brasil,Amapá,Barros
593989353949871298,Otto Nunes,ottonunes@hotmail.com,Brasil,Rio de Janeiro,Peixoto do Galho
1007225891333055093,Maria Eduarda Cavalcanti,mariaeduardacavalcanti@gmail.com,Brasil,Rio Grande do Norte,Cassiano do Sul
91511419371722791,Sr. José Miguel da Rosa,srjosémigueldarosa@outlook.com,Brasil,Mato Grosso do Sul,Vieira de Fernandes
154346785936193084,Dr. João Guilherme Albuquerque,drjoãoguilhermealbuquerque@outlook.com,Brasil,Roraima,Cunha
36993787344474475,Luísa Teixeira,luísateixeira@yahoo.com.br,Brasil,Rio Grande do Sul,da Mota
433868436136427021,Liam da Cunha,liamdacunha@outlook.com,Brasil,São Paulo,Casa Grande da Serra
620933975785801974,Ana Carolina da Costa,anacarolinadacosta@gmail.com,Brasil,Acre,da Mata do Amparo
79292636304086378,Laís Barbosa,laísbarbosa@hotmail.com,Brasil,Alagoas,Macedo
806141755062728980,Raquel Barros,raquelbarros@gmail.com,Brasil,São Paulo,Costela Paulista
